Title,Title_URL,Image,Date
Cuaca Jabodetabek 29 Juni 2022: Jakarta Cerah Malam Hari,https://www.idntimes.com/news/indonesia/timmy-si-robot/cuaca-jabodetabek-29-juni-2022-jakarta-cerah-malam-hari,https://cdn.idntimes.com/content-images/community/2022/06/temp-weather-thumbnail-bd4c6c68ecc3067f22501905c1f46ddd_300x200.png,"
                    
                    29 Jun 22 | 06:00
                "
Ini Alasan Fenomena Munculnya Parpol Baru Tiap Jelang Pemilu ,https://www.idntimes.com/news/indonesia/siti-nurhaliza-17/ini-alasan-fenomena-munculnya-parpol-baru-tiap-jelang-pemilu,https://cdn.idntimes.com/content-images/post/20201029/ilustrasi-partai-politik-586955305a040c83aea604212244bf7d_300x200.jpg,"
                    
                    29 Jun 22 | 06:00
                "
"Zulhas, Ganjar, Anies Hingga Ridwan Kamil Masuk Radar Capres PAN",https://www.idntimes.com/news/indonesia/santi-dewi/zulhas-ganjar-anies-hingga-ridwan-kamil-masuk-radar-capres-pan,https://cdn.idntimes.com/content-images/post/20190121/ridwan-kamil-ims-3-52c23a9708b8474150eeb36551110db6_300x200.jpeg,"
                    
                    29 Jun 22 | 05:31
                "
Pengamat Sebut Terorisme di Indonesia Mulai Beradaptasi dan Berkembang,https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/pengamat-ada-553-aksi-terorisme-di-indonesia-sepanjang-2000,https://cdn.idntimes.com/content-images/community/2020/05/pelaku%20terorisme_300x200.jpg,"
                    
                    29 Jun 22 | 05:02
                "
"Lagi, Kini Giliran Holywings Bekasi Bakal Ditutup Satpol PP",https://www.idntimes.com/news/indonesia/imam-faishal/lagi-kini-giliran-holywings-bekasi-bakal-ditutup-satpol-pp,https://cdn.idntimes.com/content-images/post/20220628/20220628-185010-07834bcba10333b3624f7e9ca9e9893d_300x200.jpg,"
                    
                    28 Jun 22 | 23:45
                "
Tim Peneliti PK Brotoseno Rekomendasikan Pembentukan Komisi Banding ,https://www.idntimes.com/news/indonesia/irfanfathurohman/tim-peneliti-pk-brotoseno-rekomendasikan-pembentukan-komisi-banding,https://cdn.idntimes.com/content-images/post/20211119/img-20211119-wa0013-41b7afba2c2819573aebff84d8637e7b_300x200.jpg,"
                    
                    28 Jun 22 | 23:31
                "
Waspada Siklon Tropis di Indonesia Ciptakan Gelombang Tinggi,https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/waspada-siklon-tropis-di-indonesia-ciptakan-gelombang-tinggi,https://cdn.idntimes.com/content-images/post/20220628/whatsapp-image-2022-06-28-at-214759-6556197ec41321e356bfdae92b2689ec_300x200.jpeg,"
                    
                    28 Jun 22 | 23:01
                "
"Holywings Indonesia: 36 Outlet Kami Serentak Tutup, Sisa 2 Masih Buka",https://www.idntimes.com/news/indonesia/imam-faishal/holywings-indonesia-36-outlet-kami-serentak-tutup-sisa-2-masih-buka,https://cdn.idntimes.com/content-images/post/20220628/20220628-185010-07834bcba10333b3624f7e9ca9e9893d_300x200.jpg,"
                    
                    28 Jun 22 | 22:46
                "
"Ditunjuk Jadi Wakil Ketua MPR, Yandri Susanto Bakal Dilantik 30 Juni",https://www.idntimes.com/news/indonesia/santi-dewi/ditunjuk-jadi-wakil-ketua-mpr-yandri-susanto-bakal-dilantik-30-juni,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 22:13
                "
"Viral Dua Polantas Hampiri Pengendara Mobil ke Hotel, Berujung Debat ",https://www.idntimes.com/news/indonesia/rendra-saputra-2/viral-dua-polantas-hampiri-pengendara-mobil-ke-hotel-berujung-debat,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 22:01
                "
Catatan Demokrat-PKS soal RUU Pemekaran 3 Provinsi Papua,https://www.idntimes.com/news/indonesia/melani-hermalia-putri/catatan-demokrat-pks-soal-ruu-pemekaran-3-provinsi-papua,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 21:35
                "
"Pesawat AMA Mendarat Darurat di Senggi Keerom Papua, Penumpang Selamat",https://www.idntimes.com/news/indonesia/riky-lodar/pesawat-ama-mendarat-darurat-di-senggi-keerom-papua-penumpang-selamat,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 21:02
                "
"Gegara Tabrak Truk, Kereta Api di AS Terguling dan 3 Orang Tewas",https://www.idntimes.com/news/world/pri-145/gegara-tabrak-truk-kereta-api-di-as-terguling-dan-3-orang-tewas-c1c2,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 21:00
                "
"Lagi, Begal Beraksi di Depok Rampas HP dan Motor, Pelaku 6 Remaja",https://www.idntimes.com/news/indonesia/dicky-12/lagi-begal-beraksi-di-depok-rampas-hp-dan-motor-pelaku-6-remaja,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 20:46
                "
"Viral Tandon Proyek LRT Rasuna Said Jebol, 3 Orang Terluka ",https://www.idntimes.com/news/indonesia/rendra-saputra-2/viral-tandon-proyek-lrt-rasuna-said-jebol-3-orang-terluka,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 20:01
                "
"Jokowi Terbang ke Ukraina Lewat Polandia, Naik Kereta 12 Jam",https://www.idntimes.com/news/indonesia/santi-dewi/jokowi-terbang-ke-ukraina-lewat-polandia-naik-kereta-12-jam,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 19:55
                "
Wapres Ma'ruf Dorong MUI Segera Buat Fatwa Penggunaan Ganja Medis,https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/wapres-maruf-dorong-mui-segera-buat-fatwa-penggunaan-ganja-medis,https://cdn.idntimes.com/content-images/post/20220301/img-20220301-wa0016-3a90f8c623bfc6e94548f4fb233c3de0_300x200.jpg,"
                    
                    28 Jun 22 | 19:35
                "
"Buntut Krisis Ekonomi Sri Lanka, Pasokan Bahan Bakar Semakin Menipis",https://www.idntimes.com/news/world/zia-lannedy/buntut-krisis-ekonomi-sri-lanka-pasokan-bahan-bakar-semakin-menipis-c1c2,https://cdn.idntimes.com/content-images/community/2022/06/dawn-mcdonald-lbp2muasd94-unsplash-2-min-5fbf79b239471336918cb6ef1e705404-e677729ea8b0741cc7ed3d6cb1c57ebd_300x200.jpg,"
                    
                    28 Jun 22 | 19:30
                "
"Bantu DJP, BNI Buka Kerjasama Peningkatan Layanan Nasabah",https://www.idntimes.com/news/indonesia/ester-ajeng-2/bantu-djp-bni-buka-kerjasama-peningkatan-layanan-nasabah-csc,https://cdn.idntimes.com/content-images/post/20220628/9347b2ab-b1fe-4d49-b8ec-b4ba98cb7b05-b7faf9ff2c556d516ccf1faf13c7c267_300x200.jpg,"
                    
                    28 Jun 22 | 19:26
                "
Kemnaker Gelar Raker Peningkatan Kepesertaan Jaminan Sosial,https://www.idntimes.com/news/indonesia/ester-ajeng-2/kemnaker-gelar-raker-peningkatan-kepesertaan-jaminan-sosial-csc,https://cdn.idntimes.com/content-images/post/20220628/776a473a-000e-4574-a24f-abb6e010c9bc-3ddfcf835b29e1d24320047e427e2632_300x200.jpg,"
                    
                    28 Jun 22 | 19:21
                "
Data Lengkap Kasus COVID-19 di Indonesia per Selasa 28 Juni 2022,https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/data-lengkap-kasus-covid-19-di-indonesia-per-selasa-28-juni,https://cdn.idntimes.com/content-images/community/2020/05/corona_300x200.jpg,"
                    
                    28 Jun 22 | 19:15
                "
Wamenaker Lepas 376 PMI ke Korea Selatan Melalui Skema EPS,https://www.idntimes.com/news/indonesia/ester-ajeng-2/wamenaker-lepas-376-pmi-ke-korea-selatan-melalui-skema-eps-csc,https://cdn.idntimes.com/content-images/post/20220628/eea00dd6-680c-42cd-b63b-4856f7f87103-460e2c12e130e3a0bb04fc7445f00b71_300x200.jpg,"
                    
                    28 Jun 22 | 19:13
                "
Ultimatum Mahasiswa ke DPR: Massa Lebih Besar dan Siap Rubuhkan Gedung,https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/ultimatum-mahasiswa-ke-dpr-massa-lebih-besar-dan-siap-rubuhkan-gedung,https://cdn.idntimes.com/content-images/post/20220628/whatsapp-image-2022-06-28-at-50349-pm-ea0f2e6ec3a13a168c167d9c62b3fd7c_300x200.jpeg,"
                    
                    28 Jun 22 | 19:13
                "
"Grace Natalie Beberkan Alasan Sunny Mundur dari PSI, Karena Anies?",https://www.idntimes.com/news/indonesia/melani-hermalia-putri/grace-natalie-beberkan-alasan-sunny-mundur-dari-psi-karena-anies,https://cdn.idntimes.com/content-images/post/20190312/img20190311202019-1855eb37d995cc7e7daf285dd5b93a45_300x200.jpg,"
                    
                    28 Jun 22 | 19:01
                "
NATO: Nasib Finlandia-Swedia Berada di Tangan Presiden Erdogan,https://www.idntimes.com/news/world/zia-lannedy/nato-nasib-finlandia-swedia-berada-di-tangan-presiden-erdogan-c1c2,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 19:00
                "
Bank Mandiri Dukung Ditjen Pajak Kembangkan NPWP 16 Digit ,https://www.idntimes.com/news/indonesia/ester-ajeng-2/bank-mandiri-dukung-ditjen-pajak-kembangkan-npwp-16-digit-csc,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 18:55
                "
"Di Sela KTT G7, Presiden Argentina dan PM Inggris Debat soal Ini",https://www.idntimes.com/news/world/brahm-1/di-sela-ktt-g7-presiden-argentina-dan-pm-inggris-debat-soal-ini-c1c2,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 18:45
                "
"Sempat Memanas, Aksi Demo RKUHP di Depan DPR Akhirnya Bubar ",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/sempat-memanas-aksi-demo-mahasiswa-di-dpr-akhirnya-bubar,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 18:39
                "
"[UPDATE] Kasus COVID-19 di Indonesia 28 Juni 2022, DKI Tembus 1.250 ",https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/update-kasus-covid-19-di-indonesia-28-juni-2022-dki-tembus,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 18:21
                "
"Demo di DPR Geser ke Pintu Masuk Kecil, Mahasiswa: Kami Mau Puan!",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/demo-di-dpr-geser-ke-pintu-masuk-kecil-mahasiswa-kami-mau-puan,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 18:14
                "
"Tak Diizinkan Masuk, Mahasiswa Ancam Ratakan Gedung DPR",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/tak-diizinkan-masuk-mahasiswa-ancam-ratakan-gedung-dpr,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 17:43
                "
"Cuma Pilih Beberapa Partai, PDIP Segera Komunikasi dengan 3 Parpol Ini",https://www.idntimes.com/news/indonesia/melani-hermalia-putri/cuma-pilih-beberapa-partai-pdip-segera-komunikasi-dengan-3-parpol-ini,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 17:41
                "
DPP PAN Tunjuk Yandri Susanto Jadi Wakil Ketua MPR Pengganti Zulhas ,https://www.idntimes.com/news/indonesia/santi-dewi/dpp-pan-tunjuk-yandri-susanto-jadi-wakil-ketua-mpr-pengganti-zulhas,https://cdn.idntimes.com/content-images/post/20190822/irfan-yandri-susanto-22-agustus-2019-120a04f6ef392cf8552689d0d7e28e8f_300x200.jpg,"
                    
                    28 Jun 22 | 17:29
                "
"Demo RKUHP Ricuh, Mahasiswa Minta Puan Naik Mobil Orasi",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/demo-rkuhp-ricuh-mahasiswa-minta-puan-naik-mobil-orasi,https://cdn.idntimes.com/content-images/post/20220628/whatsapp-image-2022-06-28-at-35342-pm-8cf337bdea3fd379c4c9d1426b9b1693_300x200.jpg,"
                    
                    28 Jun 22 | 17:25
                "
"Anies vs Holywings: Dari Langgar PPKM, Miras, hingga Ditutup Permanen",https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/anies-vs-holywings-dari-langgar-ppkm-miras-hingga-ditutup-permanen,,"
                    
                    28 Jun 22 | 17:18
                "
"Malaysia Sudah, DPR Dorong Pemerintah Riset Manfaat Ganja untuk Medis",https://www.idntimes.com/news/indonesia/santi-dewi/malaysia-sudah-dpr-dorong-pemerintah-riset-manfaat-ganja-untuk-medis,https://cdn.idntimes.com/content-images/post/20220628/screenshot-20220628-170043-whatsapp-235fce020fcbcbdf7045208e837a775f_300x200.jpg,"
                    
                    28 Jun 22 | 17:18
                "
Politikus PDIP Sebut Ganjar Harus Patuh Megawati soal Duet Sama Anies,https://www.idntimes.com/news/indonesia/melani-hermalia-putri/politikus-pdip-sebut-ganjar-harus-patuh-megawati-soal-duet-sama-anies,https://cdn.idntimes.com/content-images/post/20220628/whatsapp-image-2022-06-28-at-44546-pm-4fa419f081a7d67bad3291e63fce8b85_300x200.jpg,"
                    
                    28 Jun 22 | 17:15
                "
"Politikus PDIP Kritik Luhut, Beli Minyak Goreng Pakai PeduliLindungi",https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/politikus-pdip-kritik-luhut-beli-minyak-goreng-pakai-pedulilindungi,https://cdn.idntimes.com/content-images/post/20211210/1639129062629-b5cf683ec06038be4c6a9416a6bc9891_300x200.jpg,"
                    
                    28 Jun 22 | 17:14
                "
"[BREAKING] Demo Mahasiswa di Depan DPR Mulai Ricuh, Asap Mengepul",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/breaking-demo-mahasiswa-di-depan-dpr-mulai-ricuh-asap-mengepul,https://cdn.idntimes.com/content-images/post/20220628/whatsapp-image-2022-06-28-at-170348-5b1347fd02a0394a6805ef8298ca4412_300x200.jpeg,"
                    
                    28 Jun 22 | 17:11
                "
"Buntut Geruduk DPR, Mahasiswa Siap Demo Lagi di Seluruh Daerah",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/buntut-geruduk-dpr-mahasiswa-siap-demo-lagi-di-seluruh-daerah,https://cdn.idntimes.com/content-images/post/20220628/whatsapp-image-2022-06-28-at-42016-pm-41670991c71d5b7bcff547adabbcb2c0_300x200.jpg,"
                    
                    28 Jun 22 | 17:05
                "
Koalisi Masyarakat Sipil Minta Polisi Hentikan Kasus Holywings,https://www.idntimes.com/news/indonesia/dini-suciatiningrum/koalisi-masyarakat-sipil-minta-polisi-hentikan-kasus-holywings,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 16:53
                "
"Padahal Menarik, Kenapa Duet Anies-Ganjar Bakal Susah Terwujud ",https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/padahal-menarik-kenapa-duet-anies-ganjar-bakal-susah-terwujud,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 16:52
                "
"HUT Ke-76, BNI Gelar Akad KPR bagi 5.476 Debitur FLPP ",https://www.idntimes.com/news/indonesia/bni/bni-gelar-akad-kpr-csc,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 16:30
                "
"KPK Usut Dugaan Suap Bantuan Keuangan Tulungagung, Sudah Ada Tersangka",https://www.idntimes.com/news/indonesia/lia-hutasoit-1/kpk-usut-dugaan-suap-bantuan-keuangan-tulungagung-sudah-ada-tersangka,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 16:21
                "
Uzbekistan Akan Ubah Status Wilayah Otonomi Karakalpakstan,https://www.idntimes.com/news/world/brahm-1/uzbekistan-akan-ubah-status-wilayah-otonomi-karakalpakstan-c1c2,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 16:21
                "
BMKG Prediksi Hilal Awal Zulhijah Tak Terlihat pada 29 Juni 2022,https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/bmkg-prediksi-hilal-awal-zulhijah-tak-terlihat-pada-29-juni,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 16:20
                "
"Ada Ancaman Transnistria, Zelenskyy Ajak Moldova Lawan Rusia Bersama",https://www.idntimes.com/news/world/brahm-1/ada-ancaman-transnistria-zelenskyy-ajak-moldova-lawan-rusia-bersama-c1c2,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 15:58
                "
"DPR Setujui RUU Provinsi Baru Papua, Segera Disahkan Jadi UU ",https://www.idntimes.com/news/indonesia/melani-hermalia-putri/dpr-pemerintah-setujui-draf-ruu-pembentukan-3-provinsi-baru-di-papua,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 15:57
                "
Bupati Eltinus Optimistis Ibu Kota Papua Tengah di Mimika,https://www.idntimes.com/news/indonesia/riky-lodar/bupati-eltinus-optimistis-ibu-kota-papua-tengah-di-mimika,https://cdn.idntimes.com/content-images/post/20220628/img-20220627-152742-9bfeb986584b0bf0088493879251d310_300x200.jpg,"
                    
                    28 Jun 22 | 15:57
                "
Pembunuh Pria Albino di Malawi Divonis Bui-Kerja Paksa Seumur Hidup,https://www.idntimes.com/news/world/ifan-wijaya/pembunuh-pria-albino-di-malawi-divonis-bui-kerja-paksa-seumur-hidup-c1c2,https://cdn.idntimes.com/content-images/community/2022/06/photo-1546450334-5a84ac3a1f0e-b0ddb29ced0d0386e2acf5cda1070f5a-2f4907b5da3e92d607656c3801ca8cd6_300x200.jpeg,"
                    
                    28 Jun 22 | 15:55
                "
Mas Dhito Siapkan Skema Pembukaan Pasar Hewan,https://www.idntimes.com/news/indonesia/cynthia-kirana/mas-dhito-siapkan-skema-pembukaan-pasar-hewan-csc,https://cdn.idntimes.com/content-images/post/20220628/img-20220628-wa0031-f1e18fa495dea7215a5a4949ca33774a_300x200.jpg,"
                    
                    28 Jun 22 | 15:50
                "
Warga 22 Jalan Baru DKI Wajib Ubah STNK? Begini Kata Polisi,https://www.idntimes.com/news/indonesia/rendra-saputra-2/warga-22-jalan-baru-dki-wajib-ubah-data-stnk-begini-kata-polisi,https://cdn.idntimes.com/content-images/post/20170105/antarafoto-tarif-stnk-030117-bean-3-3907d89b873b6c7033e05e141f594e9a_300x200.jpg,"
                    
                    28 Jun 22 | 15:42
                "
"Kemenkes: 1,7 Juta Bayi Belum Imunisasi Bisa Picu Kejadian Luar Biasa",https://www.idntimes.com/news/indonesia/dini-suciatiningrum/kemenkes-17-juta-bayi-belum-imunisasi-bisa-picu-kejadian-luar-biasa,https://cdn.idntimes.com/content-images/post/20200609/antarafoto-imunisasi-saat-pandemi-covid-19-13052020-fzn-4-8efb929f8cf9b81a878f2bb9e58736fe_300x200.jpg,"
                    
                    28 Jun 22 | 15:35
                "
Kemlu RI Telusuri Kondisi WNI di Detensi Imigrasi Malaysia ,https://www.idntimes.com/news/world/sonya-michaella/kemlu-ri-telusuri-kondisi-wni-di-detensi-imigrasi-malaysia,https://cdn.idntimes.com/content-images/post/20200409/antarafoto-kedatangan-tki-dari-malaysia-di-bandara-kualanamu-090420-sp-4-d269ce8270f4a93ea38528b584be1b7f_300x200.jpg,"
                    
                    28 Jun 22 | 15:34
                "
"Krisis Energi, Jepang Minta Warganya Matikan Listrik 3 Jam per Hari",https://www.idntimes.com/news/world/zia-lannedy/krisis-energi-jepang-minta-warganya-matikan-listrik-3-jam-per-hari-c1c2,https://cdn.idntimes.com/content-images/post/20191214/7-1b92a79e0020e20a9efb90c1f9addebe_300x200.jpeg,"
                    
                    28 Jun 22 | 15:30
                "
Anies Luncurkan Aplikasi Jakwas untuk Tindak Lanjut Laporan BPK,https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/anies-luncurkan-aplikasi-jakwas-untuk-tindak-lanjut-laporan-bpk,https://cdn.idntimes.com/content-images/post/20210418/screen-shot-2021-04-18-at-094439-a14933c46c7ffc06de18ce9ad303e9dc_300x200.png,"
                    
                    28 Jun 22 | 15:29
                "
"Datang ke Ukraina, Pengamat Khawatir Jokowi Tak Disambut Baik  ",https://www.idntimes.com/news/world/sonya-michaella/datang-ke-ukraina-pengamat-khawatir-jokowi-tak-disambut-baik,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 15:14
                "
Bolsonaro Tawarkan Suaka ke Eks Presiden Bolivia yang Masuk Penjara,https://www.idntimes.com/news/world/brahm-1/bolsonaro-tawarkan-suaka-ke-eks-presiden-bolivia-yang-masuk-penjara-c1c2,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 15:10
                "
Bareskrim Polri Akan Tangkap Kembali 2 Tersangka KSP Indosurya ,https://www.idntimes.com/news/indonesia/irfanfathurohman/bareskrim-polri-akan-tangkap-kembali-2-tersangka-ksp-indosurya,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 14:57
                "
Ade Yasin dan Fenomena Korupsi Dinasti yang Kembali Terjadi,https://www.idntimes.com/news/indonesia/gregorius-pranandito/ade-yasin-dan-fenomena-korupsi-dinasti-yang-kembali-terjadi,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 14:52
                "
"Rusia Serang Mal di Ukraina saat Jam Ramai, 13 Warga Sipil Tewas",https://www.idntimes.com/news/world/anoraga-ilafi/rusia-serang-mal-di-ukraina-saat-jam-ramai-13-warga-sipil-tewas-c1c2,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 14:50
                "
Kemnaker Lakukan MoU dengan Universitas Terbuka,https://www.idntimes.com/news/indonesia/ridho-fauzan-2/kemnaker-mou-universitas-terbuka-csc,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 14:48
                "
Iran dan Argentina Ajukan Permohonan Gabung BRICS,https://www.idntimes.com/news/world/pri-145/iran-dan-argentina-ajukan-permohonan-gabung-brics-c1c2,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 14:30
                "
"Demo RKUHP, Mahasiswa Mulai Berdatangan ke Sekitar Gedung DPR RI",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/demo-rkuhp-mahasiswa-mulai-berdatangan-ke-sekitar-gedung-dpr-ri,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 14:27
                "
"Diselundupkan, 46 Migran Ditemukan Tewas dalam Trailer di Texas",https://www.idntimes.com/news/world/anoraga-ilafi/diselundupkan-46-migran-ditemukan-tewas-dalam-trailer-di-texas-c1c2,https://cdn.idntimes.com/content-images/community/2022/06/trucker-2946821-960-720-9946d2b64b240dd1850c8719f35d2ca8-981ca0f0bc400407deaef44d3985faf9_300x200.jpg,"
                    
                    28 Jun 22 | 14:10
                "
"Konflik Memanas, Sudan Tuduh Ethiopia Bunuh Tentara dan Warga Sipilnya",https://www.idntimes.com/news/world/pri-145/konflik-memanas-sudan-tuduh-ethiopia-bunuh-tentara-dan-warga-sipilnya-c1c2,https://cdn.idntimes.com/content-images/community/2021/11/home-g8d01687a2-1280-2d588b538864a3b2a1a0b557d321694d-47fca9f56614ff6f83ef970f1d135d6c_300x200.jpg,"
                    
                    28 Jun 22 | 14:05
                "
"Didemo Mahasiswa, DPR Ungkap Alasan Pembahasan RKUHP Mandek",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/didemo-mahasiswa-dpr-ungkap-alasan-pembahasan-rkuhp-mandek,https://cdn.idntimes.com/content-images/post/20220411/ilman-nafian-14-3f0aa1744cc858ab9e38fe5d9d1714c6_300x200.jpeg,"
                    
                    28 Jun 22 | 14:01
                "
"Wacana Legalisasi Ganja Medis, DPR Bakal Gelar Rapat Lintas Komisi",https://www.idntimes.com/news/indonesia/melani-hermalia-putri/wacana-legalisasi-ganja-medis-dpr-bakal-gelar-rapat-lintas-komisi,,"
                    
                    28 Jun 22 | 13:53
                "
"Gas Beracun Bocor di Yordania, 13 Orang Tewas dan 251 Terluka",https://www.idntimes.com/news/world/ifan-wijaya/gas-beracun-bocor-di-yordania-13-orang-tewas-dan-251-terluka-c1c2,https://cdn.idntimes.com/content-images/community/2022/06/fwsafyqxgaajcg1-b0ddb29ced0d0386e2acf5cda1070f5a-b13f215214454ec1b5c0762798d67024_300x200.jpeg,"
                    
                    28 Jun 22 | 13:50
                "
"Hadapi Cuaca Panas, Jepang Malah Imbau Warganya untuk Hemat Pakai AC",https://www.idntimes.com/news/world/syahreza-zanskie/hadapi-cuaca-panas-jepang-malah-imbau-warganya-untuk-hemat-pakai-ac-c1c2,https://cdn.idntimes.com/content-images/community/2022/06/1000-2a2b1bb359aed9de6081f39fe5061d0a-571c852f5f84f0496fbdb8358bc465fa_300x200.jpeg,"
                    
                    28 Jun 22 | 13:40
                "
"Beli Migor Pakai Aplikasi, DPR: Pemerintah Harus Punya Solusi Lain",https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/beli-migor-pakai-aplikasi-dpr-pemerintah-harus-punya-solusi-lain,https://cdn.idntimes.com/content-images/post/20220328/whatsapp-image-2022-03-28-at-174434-1-65b765b2026cf748c485171b591baf61_300x200.jpeg,"
                    
                    28 Jun 22 | 13:38
                "
DPR Sentil soal Beli Bensin Wajib Daftar MyPertamina: Sosialisasi Dulu,https://www.idntimes.com/news/indonesia/melani-hermalia-putri/dpr-sentil-soal-beli-bensin-wajib-daftar-mypertamina-sosialisasi-dulu,https://cdn.idntimes.com/content-images/post/20191211/antarafoto-layanan-pesan-antar-bbm-pertamina-221119-na-4-0b3bdb8e3800d00f7027e6e72b8bbdbe_300x200.jpg,"
                    
                    28 Jun 22 | 13:33
                "
"Usai KTT G7, Jokowi Bertolak ke Ukraina via Polandia ",https://www.idntimes.com/news/world/sonya-michaella/usai-ktt-g7-jokowi-bertolak-ke-ukraina-via-polandia,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 13:17
                "
"Hari Anti Penyiksaan Internasional, Indonesia Perlu Ratifikasi OPCAT",https://www.idntimes.com/news/indonesia/lia-hutasoit-1/hari-anti-penyiksaan-internasional-indonesia-perlu-ratifikasi-opcat,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 13:17
                "
Komnas Perempuan Desak DPR-Pemerintah Bahas RKUHP dengan Transparan ,https://www.idntimes.com/news/indonesia/lia-hutasoit-1/komnas-perempuan-desak-dpr-pemerintah-bahas-rkuhp-dengan-transparan,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 13:10
                "
"Serahkan Alat Dukung Penyandang Disabilitas, Mensos Disambut Hangat",https://www.idntimes.com/news/indonesia/cynthia-kirana/mensos-beri-alat-penyandang-disabilitas-csc,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 13:00
                "
"Implementasikan UU TPKS, Lembaga Nasional HAM Susun Strategi",https://www.idntimes.com/news/indonesia/lia-hutasoit-1/implementasikan-uu-tpks-lembaga-nasional-ham-susun-strategi,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 12:53
                "
"7 Foto Istimewanya Jokowi, Diapit Kanselir Jerman Dirangkul Joe Biden",https://www.idntimes.com/news/indonesia/santi-dewi/7-foto-istimewanya-jokowi-diapit-kanselir-jerman-dirangkul-joe-biden,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 12:46
                "
Ribuan Warga Spanyol Berdemo Menolak KTT NATO di Madrid,https://www.idntimes.com/news/world/leo-manik/ribuan-warga-spanyol-berdemo-menolak-ktt-nato-di-madrid-c1c2,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    28 Jun 22 | 12:22
                "
