Title,Title_URL,Image,daymonth,Author_URL,Author,Comment,View
Sekarang Beli Paket Data Smartfren Bisa Lewat Facebook,https://gizmologi.id/news/telco/beli-paket-data-smartfren-lewat-facebook/,https://gizmologi.id/wp-content/uploads/2021/03/Smartfren-Unlimited.jpg,18 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 173 
"Grab Teken MoU dengan BSSN, Perkuat Keamanan Siber Mitra dan Merchant",https://gizmologi.id/news/grab-mou-bssn-siber-mitra-dan-merchant/,https://gizmologi.id/wp-content/uploads/2020/12/Grab-bike.jpg,18 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 160 
"Rebranding, PINTAR Berdayakan Angkatan Kerja Melalui Platform Pendidikan",https://gizmologi.id/news/startup/pintar-platform-pendidikan-kerja/,https://gizmologi.id/wp-content/uploads/2022/05/Pintar-390x220.jpg,18 Mei,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 165 
Daftar Merchant ShopeeFood & ShopeePay Kini Bisa Langsung dari Aplikasi!,https://gizmologi.id/news/registrasi-mandiri-shopeefood-shopeepay/,https://gizmologi.id/wp-content/uploads/2021/08/ShopeePay-17.8-Semangat-UMKM-Lokal-1.jpg,18 Mei,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 184 
"Indonesia Baru Mulai 5G, Samsung Sudah Mau Geber Teknologi 6G",https://gizmologi.id/news/indonesia-baru-5g-samsung-geber-teknologi-6g/,https://gizmologi.id/wp-content/uploads/2022/05/6G-Forum_main2-390x220.jpg,17 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 163 
"Bertemu Jokowi di Space X, Elon Musk Siap ke Indonesia Bahas Proyek Masa Depan",https://gizmologi.id/news/elon-musk-jokowi-proyek-masa-depan-indonesia/,https://gizmologi.id/wp-content/uploads/2022/05/ELon-Musk-Jokowi-390x220.jpeg,17 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 213 
"ipSCAPE Perkuat Kehadiran di Asia, Tunjuk Erik Meijer sebagai Komisaris",https://gizmologi.id/news/enterprise/erik-meijer-komisaris-ipscape/,https://gizmologi.id/wp-content/uploads/2022/05/Erik-Meijer-ok-390x220.jpg,17 Mei,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 189 
"iOS 15.5 Hadir Bawa Fitur Baru, Berikut Cara Mengunduhnya",https://gizmologi.id/news/ios-15-5-dirilis/,https://gizmologi.id/wp-content/uploads/2021/11/Apple-iPhone-8-0010.jpg,17 Mei,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 198 
"Huawei Donasikan Laptop Lewat Program Young Genius, Bantu Proses Belajar Siswa",https://gizmologi.id/news/huawei-donasikan-laptop-program-young-genius/,https://gizmologi.id/wp-content/uploads/2022/05/Huawei-Matebook-Young-Genius-390x220.jpg,17 Mei,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 178 
OPPO A16k Tawarkan Performa dan Kualitas Mantap Harga Rp2 Jutaan,https://gizmologi.id/news/oppo-a16k-harga-2jutaan/,https://gizmologi.id/wp-content/uploads/2022/05/oppo-16k-indonesia-390x220.webp,17 Mei,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 202 
Booyah! Tim Free Fire Indonesia Sumbang Emas dan Perak di SEA Games Vietnam,https://gizmologi.id/news/tim-free-fire-indonesia-di-sea-games-vietnam/,https://gizmologi.id/wp-content/uploads/2022/05/WhatsApp-Image-2022-05-15-at-9.50.37-PM-390x220.jpeg,16 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 180 
"Lebaran 2022, Lonjakan Trafik Internet Smartfren di Atas 10%",https://gizmologi.id/news/telco/smartfren-traffic-lebaran-2022/,https://gizmologi.id/wp-content/uploads/2021/12/BTS-Smartfren-di-BSD-Tangerang.jpg,15 Mei,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 188 
"Mengenal Glance, Unicorn India yang Merambah Pasar Indonesia Melalui Platform Lock-screen",https://gizmologi.id/news/glance-platform-lock-screen/,https://gizmologi.id/wp-content/uploads/2022/05/Glance-ok-390x220.jpg,15 Mei,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 186 
Lazada: Perdagangan Digital Jadi Pendorong Pertumbuhan Ritel Q2 2022,https://gizmologi.id/news/digital-commerce-confidence-index-lazada-2022/,https://gizmologi.id/wp-content/uploads/2021/08/ilustrasi-atm-ecommerce-belanja-online-pexels-anna-shvets.jpg,15 Mei,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 182 
Inggris Mau Bangun PLTS di Luar Angkasa pada 2035,https://gizmologi.id/news/tech/inggris-bangun-plts-di-luar-angkasa/,https://gizmologi.id/wp-content/uploads/2022/05/Screenshot_2022-05-14-14-55-50-87_40deb401b9ffe8e1df2f1cc5ba480b12_copy_1024x683-390x220.jpg,14 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 190 
Kominfo Luncurkan Program Adopsi Teknologi Digital 4.0 Buat UMKM,https://gizmologi.id/news/kominfo-program-adopsi-teknologi-digital-4-0/,https://gizmologi.id/wp-content/uploads/2021/07/transaksi_UMKM_LinkAja.jpg,13 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 190 
Penyesalan Mantan Eksekutif WhatsApp Telah Jual Aplikasinya ke Facebook,https://gizmologi.id/news/mantan-eksekutif-whatsapp-jual-ke-facebook/,https://gizmologi.id/wp-content/uploads/2022/05/whatsapp-g7daca00ef_1920-390x220.jpg,13 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 176 
Warga Jakarta Bisa Cetak KTP dan KIA dalam 15 Menit,https://gizmologi.id/news/warga-jakarta-cetak-ktp-dan-kia-dalam-15-menit/,https://gizmologi.id/wp-content/uploads/2018/08/ektp.jpg,13 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 187 
Aruna Startup Asal Indonesia Wakili Asia Tenggara di Ajang Google I/O 2022,https://gizmologi.id/news/aruna-wakili-asia-tenggara-google-i-o-2022/,https://gizmologi.id/wp-content/uploads/2022/05/IMGL0023_a-390x220.jpg,12 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 175 
Pemanfaatan AI Bantu Transformasi Digital UMKM Biar Jualan Lebih Laris,https://gizmologi.id/news/pemanfaatan-ai-bantu-umkm-jualan-lebih-laris/,https://gizmologi.id/wp-content/uploads/2022/05/WhatsApp-Image-2022-05-12-at-4.19.26-PM-390x220.jpeg,12 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 173 
"Kembangkan Metaverse, Shinta VR Masuk Jajaran Top Technology Pioneer 2022",https://gizmologi.id/news/technology-pioneer-2022-shinta-vr/,https://gizmologi.id/wp-content/uploads/2022/05/ShintaVR-metaverse-390x220.jpg,12 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 187 
"Gandeng Gojek, Kirim Dokumen Penting Disdukcapil DKI Bisa Lewat GoSend",https://gizmologi.id/news/kirim-dokumen-penting-bisa-lewat-gosend/,https://gizmologi.id/wp-content/uploads/2022/02/GoSend-390x220.jpg,12 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 175 
"Menepis Rumor, Google Bocorkan Sendiri Pixel 7 dan Pixel Watch Sebelum Rilis",https://gizmologi.id/news/bocoran-resmi-google-pixel-7/,https://gizmologi.id/wp-content/uploads/2022/05/Google-Pixel-7-001-390x220.jpg,12 Mei,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 164 
IndiHome Tawarkan Paket Bebas Tanpa Batas dengan Biaya Langganan Lebih Ekonomis,https://gizmologi.id/news/telco/paket-bebas-tanpa-batas-indihome/,https://gizmologi.id/wp-content/uploads/2021/08/Modem-Indihome.jpg,12 Mei,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 208 
"Empat Pilihan OPPO Reno Series Terjangkau, Harga Tak Sampai Rp5 Juta",https://gizmologi.id/news/pilihan-oppo-reno-series-mei-2022/,https://gizmologi.id/wp-content/uploads/2020/10/OPPO-Reno4-Pro-002.jpg,11 Mei,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 188 
Kominfo Siapkan Akses Alternatif Gangguan SKKL Merauke-Timika,https://gizmologi.id/news/kominfo-siapkan-akses-alternatif-gangguan-skkl-merauke-timika/,https://gizmologi.id/wp-content/uploads/2021/01/Menteri-Kominfo-Johnny-G-Plate.jpg,11 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 162 
Biznet Hadirkan Layanan Internet Khusus Gamers Biar Jadi Atlet Esports,https://gizmologi.id/news/telco/biznet-layanan-khusus-gamers/,https://gizmologi.id/wp-content/uploads/2022/05/Biznet-390x220.jpg,11 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 178 
"Qualcomm Pamerkan Perkembangan Modem Snapdragon X70 5G, Siap Kembangkan Robot Otonom",https://gizmologi.id/news/snapdragon-x70-5g-mmwave-robot-otonom/,https://gizmologi.id/wp-content/uploads/2022/05/Snapdragon-X70-5G-001-390x220.jpg,11 Mei,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 174 
"Dalam Setahun, 16 juta Pengguna Terdaftar di Aplikasi Neobank BNC",https://gizmologi.id/news/fintech/16-juta-pengguna-di-aplikasi-neobank-bnc/,https://gizmologi.id/wp-content/uploads/2022/05/Foto-BNC-1-390x220.jpeg,10 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 171 
Inilah Jadwal Pembaruan ColorOS 12 Bulan Mei 2022,https://gizmologi.id/news/jadwal-coloros-12-mei-2022/,https://gizmologi.id/wp-content/uploads/2021/05/OPPO-Find-X3-Pro-0010.jpg,10 Mei,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 178 
Samsung MicroSD Pro Endurance Sanggup Rekam Video hingga 16 Tahun,https://gizmologi.id/news/samsung-microsd-pro-endurance-rekam-16-tahun/,https://gizmologi.id/wp-content/uploads/2022/05/PRO-Endurance_main2F_copy_1505x942-01-390x220.jpeg,9 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 217 
PBESI Siapkan Bonus Rp7 Miliar Buat Atlet Esport Peraih Emas di SEA Games Vietnam,https://gizmologi.id/news/pbesi-bonus-rp7-miliar-di-sea-games-vietnam/,https://gizmologi.id/wp-content/uploads/2022/05/WhatsApp-Image-2022-05-05-at-8.43.06-PM-e1652086188832-390x220.jpeg,9 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 179 
"Alami Pertumbuhan Pesat, Huawei Cloud Siap Kembangkan “Everything as a Service”",https://gizmologi.id/news/tech/huawei-cloud-kembangkan-everything-as-a-service/,https://gizmologi.id/wp-content/uploads/2022/05/Huawei-lanza-servicios-copy-390x220.jpg,8 Mei,https://gizmologi.id/author/ronggo/,Ronggo,0, 217 
Telkomsel Alami Lonjakan Trafik Layanan Saat Momen Idulfitri 1443H,https://gizmologi.id/news/telco/telkomsel-lonjakan-trafik-momen-idulfitri-1443h/,https://gizmologi.id/wp-content/uploads/2022/05/Sambungkan-Senyuman-Ramadan-dan-Idul-Fitri-1443-H_4-390x220.jpeg,8 Mei,https://gizmologi.id/author/ronggo/,Ronggo,0, 169 
"Sonic The Hedgehog 2 Capai Box Office Global, Sega Persiapkan Sekuel ke-3?",https://gizmologi.id/news/showbiz/sonic-the-hedgehog-2-box-office-sega/,https://gizmologi.id/wp-content/uploads/2022/05/sonic-the-hedgehog-2-sumber-okeguys.com_-390x220.jpg,8 Mei,https://gizmologi.id/author/ronggo/,Ronggo,0, 188 
"Lebaran 2022, Indosat Catat Kenaikan Trafik Data 27%",https://gizmologi.id/news/telco/lebaran-2022-indosat-catat-kenaikan-trafik-data-27/,https://gizmologi.id/wp-content/uploads/2022/05/Indosat-Oredoo-Hutchison-390x220.jpg,6 Mei,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 197 
Fitur Kamera Samsung Terbaru Ini Bakal Hadir ke Sejumlah Flagship Lama,https://gizmologi.id/news/fitur-kamera-samsung-terbaru-hadir-ke-seri-lama/,https://gizmologi.id/wp-content/uploads/2022/02/Galaxy-S22-Series-Nightography-390x220.jpg,5 Mei,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 208 
"Dituduh Melanggar, Rp 10,5 Triliun Aset Xiaomi Disita India",https://gizmologi.id/news/rp-105-triliun-aset-xiaomi-disita-india/,https://gizmologi.id/wp-content/uploads/2022/05/2022-04-30T095656Z_2134338781_RC2KXT9OL1AD_RTRMADP_3_XIAOMI-INDIA-390x220.jpg,5 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 213 
"Dukung Pemerintah, STB Sharp Hadir Untuk Mudahkan Akses Siaran TV Digital",https://gizmologi.id/news/stb-sharp-tv-digital-stb-dd001i/,https://gizmologi.id/wp-content/uploads/2022/05/STB-Sharp-003-390x220.jpg,3 Mei,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 240 
"Program Apple Self Service Repair Dimulai, Bisa Beli Baterai Sendiri",https://gizmologi.id/news/program-apple-self-service-repair-2/,https://gizmologi.id/wp-content/uploads/2022/05/Apple-Self-Service-Repair-001-390x220.jpg,3 Mei,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 200 
Meta Indonesia Gelar Kompetisi Bagi Konten Kreator Spark AR,https://gizmologi.id/news/meta-indonesia-konten-kreator-spark-ar/,https://gizmologi.id/wp-content/uploads/2021/11/2021-11-02T184248Z_4_LYNXMPEHA111Y_RTROPTP_4_FACEBOOK-FACE-RECOGNITION.jpg,3 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 172 
Kominfo: Proses Analog Switch Off di 8 Wilayah Berjalan Lancar,https://gizmologi.id/news/telco/kominfo-analog-switch-off-berjalan-lancar/,https://gizmologi.id/wp-content/uploads/2021/07/tv-3774381_1920.jpg,3 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 181 
"Vincent, Desta & Andre Kolaborasi Bikin Podcast Kocak ‘Trio Kurnia’ di Noice",https://gizmologi.id/news/showbiz/vincent-desta-andre-podcast-trio-kurnia/,https://gizmologi.id/wp-content/uploads/2022/05/podcast-trio-kurnia-390x220.jpg,2 Mei,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 233 
Group-IB Identifikasi 1150 Database Terpapar di Indonesia,https://gizmologi.id/news/enterprise/group-ib-1150-data-terpapar-indonesia/,https://gizmologi.id/wp-content/uploads/2022/05/ilustrasi-security-keamanan-hacker-mika-baumeister-unsplash-390x220.jpg,2 Mei,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 205 
"Agresif Ekspansi, Marketplace Logistik Kargo Tech Proyeksi Pertumbuhan 3.000 Kontainer Per Bulan ",https://gizmologi.id/news/enterprise/kargo-tech-proyeksi-pertumbuhan-3000-kontainer/,https://gizmologi.id/wp-content/uploads/2021/12/KargoNexus-001.jpg,2 Mei,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 206 
XL Axiata Siapkan Lebih Dari 50 unit Mobile BTS di Titik Krusial Mudik Lebaran,https://gizmologi.id/news/telco/xl-axiata-siapkan-lebih-dari-50-unit-mobile-bts/,https://gizmologi.id/wp-content/uploads/2021/07/BTS-XL-Sulawesi-Selatan.jpg,2 Mei,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 185 
Telkomsel Perkuat Akses Broadband di 500 Titik Jalur Mudik Lebaran 2022,https://gizmologi.id/news/telkomsel-akses-broadband-jalur-mudik/,https://gizmologi.id/wp-content/uploads/2022/05/Kesiapan-Telkomsel-Pada-Periode-Mudik-Lebaran-2022_2-390x220.jpg,1 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 179 
Operator Seluler Pastikan Layanan Internet Memadai Selama Arus Mudik,https://gizmologi.id/news/layanan-internet-selama-arus-mudik/,https://gizmologi.id/wp-content/uploads/2018/06/XLMerak21.jpg,1 Mei,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 179 
"Optik SATURDAYS Dapatkan Pendanaan Seri A, Siap Ekspansi ke Seluruh Indonesia",https://gizmologi.id/news/startup/saturdays-dapatkan-pendanaan-seri-a/,https://gizmologi.id/wp-content/uploads/2022/04/1-The-Captain-e1651297963362-390x220.jpg,30 April,https://gizmologi.id/author/ronggo/,Ronggo,0, 211 
"Penjualan Metrodata Naik 33,7%, Pasokan Notebook Jadi Salah Satu Sebab",https://gizmologi.id/news/enterprise/penjualan-metrodata-naik/,https://gizmologi.id/wp-content/uploads/2022/04/MTDL-Target-Tahun-2022-e1651288926434-390x220.jpg,30 April,https://gizmologi.id/author/ronggo/,Ronggo,0, 201 
"Gandeng Microsoft, Telkom Kebut Proses Digitalisasi Layanan di Indonesia",https://gizmologi.id/news/telco/microsoft-telkom-digitalisasi-layanan/,https://gizmologi.id/wp-content/uploads/2022/03/IMG-20220317-WA0033-390x220.jpg,29 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 209 
Indosat Ooredoo Hutchison Catat Kenaikan Pendapatan 48% di Q1 2022,https://gizmologi.id/news/telco/indosat-ooredoo-hutchison-48-di-q1-2022/,https://gizmologi.id/wp-content/uploads/2022/02/IOH-Office-front-390x220.jpg,29 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 200 
Pengumuman! Kominfo Hentikan Siaran TV Analog Tahap Satu pada 30 April,https://gizmologi.id/news/siaran-tv-analog-tahap-satu-30-april/,https://gizmologi.id/wp-content/uploads/2021/07/tv-3774381_1920.jpg,29 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 196 
"Kritik Proyek Metaverse Kemendagri, Netizen: e-KTP Masih Fotocopy!",https://gizmologi.id/news/kritik-proyek-metaverse-kemendagri-netizen-e-ktp-masih-fotocopy/,https://gizmologi.id/wp-content/uploads/2022/04/Kemendagri-Kovi-OTDA-390x220.jpeg,29 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 173 
"Huawei Siapkan Inovasi Ramah Lingkungan, Kembangkan Talenta Digital Indonesia",https://gizmologi.id/news/huawei-inovasi-has-2022/,https://gizmologi.id/wp-content/uploads/2021/07/Huawei-Seeds-for-the-Future-2-001.jpg,29 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 200 
Kominfo Jamin Trafik Data Selama Lebaran 2022 Tidak Akan Lemot,https://gizmologi.id/news/telco/kominfo-trafik-data-lebaran-2022-tidak-akan-lemo/,https://gizmologi.id/wp-content/uploads/2018/06/XLMerak21.jpg,29 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 170 
Palang Merah Indonesia Kini Gunakan GoSend Portal Untuk Kirim Kantong Darah,https://gizmologi.id/news/palang-merah-indonesia-pakai-gosend-portal/,https://gizmologi.id/wp-content/uploads/2022/01/Gojek-GoSend.jpg,28 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 209 
"Antisipasi Puncak Lebaran, J&T Cargo Hadirkan Dua Layanan Baru",https://gizmologi.id/news/dua-layanan-baru-jt-cargo/,https://gizmologi.id/wp-content/uploads/2022/04/JT-Cargo-001-390x220.jpg,28 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 202 
"Ogah Drone Buatannya Dipakai Perang, DJI Hengkang dari Rusia dan Ukraina",https://gizmologi.id/news/dji-hengkang-dari-rusia-dan-ukraina/,https://gizmologi.id/wp-content/uploads/2019/11/DJi-Mavic-Mini.jpg,28 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 166 
Kominfo: Kelebihan Siaran TV Digital Dibanding Analog,https://gizmologi.id/news/kominfo-kelebihan-siaran-tv-digital-dibanding-analog/,https://gizmologi.id/wp-content/uploads/2021/07/tv-3774381_1920.jpg,28 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 179 
"Huawei Kebut Jaringan 5.5G, Hadirkan Pengalaman Internet hingga 10 Gbps",https://gizmologi.id/news/telco/huawei-5-5g-hingga-10-gbps/,https://gizmologi.id/wp-content/uploads/2019/11/huawei-5g-on.jpg,27 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 199 
Android 13 Beta 1 Punya Animasi Baru dan Kontrol Media,https://gizmologi.id/news/android-13-beta-1/,https://gizmologi.id/wp-content/uploads/2022/02/Android-13-Developer-Preview-1-003-390x220.jpg,27 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 194 
AWS Active Cloud Bantu Perkembangan Startup Clean Tech di Indonesia,https://gizmologi.id/news/aws-active-cloud-startup-clean-tech/,https://gizmologi.id/wp-content/uploads/2020/02/123rf-Andrey-Yanevich-aws.jpg,27 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 222 
Kaspersky: Indonesia Digempur 11 Juta Serangan Siber di Q1 2022,https://gizmologi.id/news/indonesia-11-juta-serangan-siber-di-q1-2022/,https://gizmologi.id/wp-content/uploads/2022/04/pexels-tima-miroshnichenko-5380664-390x220.jpg,26 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 178 
ASUS ROG & RRQ Adakan Buka Bersama Anak Yatim di Bulan Ramadan,https://gizmologi.id/news/asus-rog-rrq-buka-bersama-anak-yatim/,https://gizmologi.id/wp-content/uploads/2022/04/Buka-Bersama-ASUS-RRQ-390x220.jpg,26 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 175 
Indonesia Dorong Pembahasan Ekonomi Digital di Presidensi G20,https://gizmologi.id/news/indonesia-ekonomi-digital-presidensi-g20/,https://gizmologi.id/wp-content/uploads/2022/04/14_1-e1650961440263-390x220.jpg,26 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 157 
Kolaborasi Ancol – Telkomsel Hadirkan Smart & Green Theme Park,https://gizmologi.id/news/tren/ancol-telkomsel-smartgreen-theme-park/,https://gizmologi.id/wp-content/uploads/2022/04/mou-telkomsel-dan-ancol-390x220.jpeg,26 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 168 
Deal! Elon Musk Siap Beli Twitter Senilai Rp635 Triliun,https://gizmologi.id/news/elon-musk-beli-twitter/,https://gizmologi.id/wp-content/uploads/2021/01/Twitter-1001.jpg,26 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 169 
Parsel hingga Air Fryer jadi Produk Paling Laris di Tokopedia,https://gizmologi.id/news/parsel-air-fryer-paling-laris-di-tokopedia/,https://gizmologi.id/wp-content/uploads/2022/04/Edited-Tokopedia-Now-1-390x220.jpg,25 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 181 
"Agar Lebih Ramah Lingkungan, Ini yang Dilakukan OPPO",https://gizmologi.id/news/oppo-teknologi-ramah-lingkungan/,https://gizmologi.id/wp-content/uploads/2022/04/kelebihan-OPPO-A96-002-390x220.jpg,25 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 182 
Upaya BAKTI Percepat Pembangunan Menara BTS di Pegunungan Bintang,https://gizmologi.id/news/bakti-pembangunan-menara-bts-di-pegunungan-bintang/,https://gizmologi.id/wp-content/uploads/2022/04/IMG20220422124034_copy_1574x888-01-e1650882888124-390x220.jpeg,25 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 179 
Kemenkes Siapkan Platform Indonesia Health Service untuk Integrasi Layanan Kesehatan,https://gizmologi.id/news/kemenkes-indonesia-health-service/,https://gizmologi.id/wp-content/uploads/2019/11/Digital-Layanan-Kesehatan-1_resize_34.jpg,25 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 171 
Huawei MatePad 2022 Jadi Tablet Paling Laris di e-Commerce,https://gizmologi.id/news/huawei-matepad-2022-laris-di-e-commerce/,https://gizmologi.id/wp-content/uploads/2020/07/Huawei-MatePad-10.4_1.jpeg,25 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 250 
Kemenparekraf Gandeng Huawei Dorong Industri Kreatif dan Pariwisata di Indonesia,https://gizmologi.id/news/kemenparekraf-huawei-industri-kreatif/,https://gizmologi.id/wp-content/uploads/2019/03/Pantai-Pandawa-2.jpg,25 April,https://gizmologi.id/author/aditya/,Aditya Fajar,0, 179 
"Fitur Kamera Reno7 Z 5G, Bikin Momen Lebaran Lebih Spesial",https://gizmologi.id/news/fitur-kamera-reno7-z-5g/,https://gizmologi.id/wp-content/uploads/2022/03/OPPO-Reno7-Z-5G-002-390x220.jpg,24 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 208 
"Spesifikasi Exynos 1280, Chipset Baru Samsung yang Ada di Galaxy A33 & A53 5G",https://gizmologi.id/gadget/smartphone/spesifikasi-samsung-exynos-1280/,https://gizmologi.id/wp-content/uploads/2022/04/Exynos-1280-001-390x220.jpg,24 April,https://gizmologi.id/author/pras/,Prasetyo Herfianto,0, 293 
"Indosat Gelar SheHacks 2022, Dorong Peran Perempuan Indonesia di Bidang Teknologi",https://gizmologi.id/news/indosat-shehacks-2022/,https://gizmologi.id/wp-content/uploads/2022/04/SheHacks-2022-390x220.jpg,23 April,https://gizmologi.id/author/mrbambang/,Bambang Dwi Atmoko,0, 195 
