title,subtitle,id,type,slug,url,status,date,is_premium,tier_pricing,author/id,author/slug,author/name,categories/0/id,categories/0/title,categories/0/slug,categories/0/description,categories/0/parent,tags/0/title,tags/0/slug,tags/1/title,tags/1/slug,tags/2/title,tags/2/slug,tags/3/title,tags/3/slug,tags/4/title,tags/4/slug,image/url,image/slug,image/title,image/description,image/caption,image/mime_type,image/meta/full/url,image/meta/full/width,image/meta/full/height,image/meta/thumbnail/url,image/meta/thumbnail/width,image/meta/thumbnail/height,image/meta/medium/url,image/meta/medium/width,image/meta/medium/height,image/meta/post-thumbnail/url,image/meta/post-thumbnail/width,image/meta/post-thumbnail/height,tags/5/title,tags/5/slug,tags/6/title,tags/6/slug,tags/7/title,tags/7/slug,tags/8/title,tags/8/slug,tags/9/title,tags/9/slug,tags/10/title,tags/10/slug,tags/11/title,tags/11/slug,categories/1/id,categories/1/title,categories/1/slug,categories/1/description,categories/1/parent,tags/12/title,tags/12/slug,tags/13/title,tags/13/slug,tags/14/title,tags/14/slug,tags/15/title,tags/15/slug,tags/16/title,tags/16/slug,tags/17/title,tags/17/slug,tags/18/title,tags/18/slug,tags/19/title,tags/19/slug,tags/20/title,tags/20/slug
NOICE Umumkan Pendanaan Seri A 316 Miliar Rupiah Dipimpin Northstar,Gencarkan percepatan akuisisi konten serta pengembangan platform teknologi audio untuk kreator,453203,post,noice-umumkan-pendanaan-seri-a-316-miliar-rupiah-dipimpin-northstar,https://dailysocial.id/post/noice-umumkan-pendanaan-seri-a-316-miliar-rupiah-dipimpin-northstar,publish,2022-04-20 12:06:52+00:00,false,,4877,kristin,Kristin Siagian,9,Berita,news,"Berita dan informasi terbaru tentang startup, regulasi, dan ekosistem teknologi di Indonesia",30123,funding,funding,Podcast,podcast,Series A,series-a,Alpha JWC Ventures,alpha-jwc-ventures,Alpha JWC,alpha-jwc,https://cms.dailysocial.id/wp-content/uploads/2022/04/Foto-1-Peluncuran-Noicemaker-Studio.jpg,foto-1-peluncuran-noicemaker-studio,CEO NOICE Rado Ardian dan CBO NOICE Niken Sasmaya / NOICE,,CEO NOICE Rado Ardian dan CBO NOICE Niken Sasmaya / NOICE,image/jpeg,https://cms.dailysocial.id/wp-content/uploads/2022/04/Foto-1-Peluncuran-Noicemaker-Studio.jpg,960,540,https://cms.dailysocial.id/wp-content/uploads/Foto-1-Peluncuran-Noicemaker-Studio-150x150.jpg,150,150,https://cms.dailysocial.id/wp-content/uploads/Foto-1-Peluncuran-Noicemaker-Studio-300x169.jpg,300,169,https://cms.dailysocial.id/wp-content/uploads/Foto-1-Peluncuran-Noicemaker-Studio-825x510.jpg,825,510,GO Ventures,go-ventures,Northstar,northstar,Centaur,centaur,konten kreator,konten-kreator,Kinesys,kinesys,Noice,noice,creator economy,creator-economy,,,,,,RANS Entertainment,rans-entertainment,Noicemaker Studio,noicemaker-studio,audio platform,audio-platform,,,,,,,,,,,,
Qlue Umumkan Tambahan Pendanaan Seri B1 dari ICMG,"ICMG merupakan investor strategis untuk scale-up solusi ""smart city"" Qlue di Jepang",453759,post,qlue-umumkan-tambahan-pendanaan-seri-b1-dari-icmg,https://dailysocial.id/post/qlue-umumkan-tambahan-pendanaan-seri-b1-dari-icmg,publish,2022-04-20 11:22:23+00:00,false,,6676,caitsena,Corry Anestia,9,Berita,news,"Berita dan informasi terbaru tentang startup, regulasi, dan ekosistem teknologi di Indonesia",30123,funding,funding,series b,series-b,smart city,smart-city,Qlue,qlue,Rama Raditya,rama-raditya,https://cms.dailysocial.id/wp-content/uploads/2022/04/Qlue.jpeg,qlue-13,CEO Qlue RaMa Aditya dan perwakilan dari ICMG Pte Ltd / ICMG,,CEO Qlue RaMa Aditya dan perwakilan dari ICMG Pte Ltd / ICMG,image/jpeg,https://cms.dailysocial.id/wp-content/uploads/2022/04/Qlue.jpeg,553,360,https://cms.dailysocial.id/wp-content/uploads/Qlue-150x150.jpeg,150,150,https://cms.dailysocial.id/wp-content/uploads/Qlue-300x195.jpeg,300,195,,,,KDDI,kddi,Telkomsel Mitra Inovasi,telkomsel-mitra-inovasi,Pendanaan startup 2022,pendanaan-startup-2022,Startup funding 2022,startup-funding-2022,ICMG Pte Ltd,icmg-pte-ltd,ICMG,icmg,,,,,,,,,,,,,,,,,,,,,,,,,
Tools Ini Memungkinkan Anda Menghasilkan Model Machine Learning Tanpa Bahasa Pemrograman,Model yang dihasilkan diklaim akurat dan dapat digunakan oleh business analyst manapun,453737,post,tools-ini-memungkinkan-anda-menghasilkan-model-machine-learning-tanpa-bahasa-pemrograman,https://dailysocial.id/post/tools-ini-memungkinkan-anda-menghasilkan-model-machine-learning-tanpa-bahasa-pemrograman,publish,2022-04-20 10:15:10+00:00,false,,40911,avids,Avi Tejo Bhaskoro,5,Event,event,Informasi event dan kegiatan startup dan ekosistem teknologi di Indonesia,30123,AWS,aws,machine learning,machine-learning,amazon sagemaker,amazon-sagemaker,#startupuntuknegeri,startupuntuknegeri,,,https://cms.dailysocial.id/wp-content/uploads/2022/04/businesspeople-meeting-plan-analysis-graph-company-finance-strat.jpg,businesspeople-meeting-plan-analysis-graph-company-finance-strat,,,,image/jpeg,https://cms.dailysocial.id/wp-content/uploads/2022/04/businesspeople-meeting-plan-analysis-graph-company-finance-strat.jpg,1500,699,https://cms.dailysocial.id/wp-content/uploads/businesspeople-meeting-plan-analysis-graph-company-finance-strat-150x150.jpg,150,150,https://cms.dailysocial.id/wp-content/uploads/businesspeople-meeting-plan-analysis-graph-company-finance-strat-300x140.jpg,300,140,https://cms.dailysocial.id/wp-content/uploads/businesspeople-meeting-plan-analysis-graph-company-finance-strat-825x510.jpg,825,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Affiliate Tokopedia vs Lazada, Mana yang Cocok bagi Anda?",Perbandingan program affiliate di dua ecommerce di Indonesia,449425,post,affiliate-tokopedia-vs-lazada,https://dailysocial.id/post/affiliate-tokopedia-vs-lazada,publish,2022-04-19 19:53:49+00:00,false,,57,bamsgenx,Bambang Winarso,79543,Digital Marketing,digital-marketing,,0,affiliate marketing,affiliate-marketing,program affiliate tokopedia,program-affiliate-tokopedia,program affiliate,program-affiliate,program affiliate Lazada,program-affiliate-lazada,,,https://cms.dailysocial.id/wp-content/uploads/2022/03/Lebih-Bagus-Lazada-Shopee-atau-Tokopedia.png,lebih-bagus-lazada-shopee-atau-tokopedia,Lebih-Bagus-Lazada-Shopee-atau-Tokopedia,,,image/png,https://cms.dailysocial.id/wp-content/uploads/2022/03/Lebih-Bagus-Lazada-Shopee-atau-Tokopedia.png,752,406,https://cms.dailysocial.id/wp-content/uploads/Lebih-Bagus-Lazada-Shopee-atau-Tokopedia-150x150.png,150,150,https://cms.dailysocial.id/wp-content/uploads/Lebih-Bagus-Lazada-Shopee-atau-Tokopedia-300x162.png,300,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Privy Gencarkan Transaksi Dokumen Elektronik Lewat Peluncuran E-meterai,Turut mengumumkan akreditasi WebTrust for Certification Authority (CA); memperkuat jaminan kekuatan pembuktian tanda tangan digital,453637,post,privy-emeterai,https://dailysocial.id/post/privy-emeterai,publish,2022-04-19 14:43:06+00:00,false,,6676,caitsena,Corry Anestia,9,Berita,news,"Berita dan informasi terbaru tentang startup, regulasi, dan ekosistem teknologi di Indonesia",30123,Marshall Pribadi,marshall-pribadi,digital signature,digital-signature,PrivyID,privyid,tanda tangan digital,tanda-tangan-digital,Privy,privy,https://cms.dailysocial.id/wp-content/uploads/2022/04/E-Materai.png.jpeg,e-materai-png,Implementasi E-meterai dapat memberikan kontribusi terhadap pendapatan negara / Privy,,Implementasi E-meterai dapat memberikan kontribusi terhadap pendapatan negara / Privy,image/jpeg,https://cms.dailysocial.id/wp-content/uploads/2022/04/E-Materai.png.jpeg,1920,1080,https://cms.dailysocial.id/wp-content/uploads/E-Materai.png-150x150.jpeg,150,150,https://cms.dailysocial.id/wp-content/uploads/E-Materai.png-300x169.jpeg,300,169,https://cms.dailysocial.id/wp-content/uploads/E-Materai.png-825x510.jpeg,825,510,tanda tangan elektronik,tanda-tangan-elektronik,e-meterai,e-meterai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alpha JWC Ventures Pimpin Pendanaan 24 Miliar Rupiah Startup Alt-Protein ""Off Foods""","Putaran turut diikuti oleh Global Founders Capital, Creative Gorilla Capital, Lemonilo, dan United Family Capital (UFC)",453629,post,alpha-jwc-ventures-pimpin-pendanaan-24-miliar-rupiah-startup-alt-protein-off-foods,https://dailysocial.id/post/alpha-jwc-ventures-pimpin-pendanaan-24-miliar-rupiah-startup-alt-protein-off-foods,publish,2022-04-19 12:48:43+00:00,false,,599,marsya,Marsya Nabila,9,Berita,news,"Berita dan informasi terbaru tentang startup, regulasi, dan ekosistem teknologi di Indonesia",30123,funding,funding,seed funding,seed-funding,Alpha JWC Ventures,alpha-jwc-ventures,Lemonilo,lemonilo,food tech,food-tech,https://cms.dailysocial.id/wp-content/uploads/2022/04/Photo-Dominik-and-Jhameson-OFF-FOODS.jpg,photo-dominik-and-jhameson-off-foods,Co-founder Off Foods: Dominik Laurus dan Jhameson Ko / Off Foods,"Startup food-tech Off Foods mengumumkan perolehan pendanana tahap awal sebesar $1,7 juta yang dipimpin Alpha JWC Ventures",Co-founder Off Foods: Dominik Laurus dan Jhameson Ko / Off Foods,image/jpeg,https://cms.dailysocial.id/wp-content/uploads/2022/04/Photo-Dominik-and-Jhameson-OFF-FOODS.jpg,1300,1023,https://cms.dailysocial.id/wp-content/uploads/Photo-Dominik-and-Jhameson-OFF-FOODS-150x150.jpg,150,150,https://cms.dailysocial.id/wp-content/uploads/Photo-Dominik-and-Jhameson-OFF-FOODS-300x236.jpg,300,236,https://cms.dailysocial.id/wp-content/uploads/Photo-Dominik-and-Jhameson-OFF-FOODS-825x510.jpg,825,510,Dominik Laurus,dominik-laurus,seed round,seed-round,alt protein,alt-protein,plant-based,plant-based,Off Foods,off-foods,Creative Gorilla Capital,creative-gorilla-capital,,,,,,,,,,,,,,,,,,,,,,,,,
"Peluang Platform Car Marketplace ""Autopedia"" Masuk ke Ekosistem GoTo",Komisioner GoTo Boy Thohir dikabarkan akan membeli 5%-10% saham anak usaha Adi Sarana Armada ini,453577,post,peluang-platform-car-marketplace-autopedia-masuk-ke-ekosistem-goto,https://dailysocial.id/post/peluang-platform-car-marketplace-autopedia-masuk-ke-ekosistem-goto,publish,2022-04-19 08:25:22+00:00,false,,6676,caitsena,Corry Anestia,9,Berita,news,"Berita dan informasi terbaru tentang startup, regulasi, dan ekosistem teknologi di Indonesia",30123,tokopedia,tokopedia,car marketplace,car-marketplace,boy thohir,boy-thohir,marketplace mobil bekas,marketplace-mobil-bekas,Goto,goto,https://cms.dailysocial.id/wp-content/uploads/2021/11/65e952886959c696fb3050c3e0aaee57_Mobil-Lelang-2.jpeg,mobil-lelang-2,Autopedia Sukses Lestari mendapat kuncuran pinjaman Rp225 miliar untuk memperkuat digitalisasi jual-beli kendaraan,,Autopedia Sukses Lestari mendapat kuncuran pinjaman Rp225 miliar untuk memperkuat digitalisasi jual-beli kendaraan,image/jpeg,https://cms.dailysocial.id/wp-content/uploads/2021/11/65e952886959c696fb3050c3e0aaee57_Mobil-Lelang-2-e1637656879624.jpeg,1163,648,https://cms.dailysocial.id/wp-content/uploads/65e952886959c696fb3050c3e0aaee57_Mobil-Lelang-2-e1637656879624-150x150.jpeg,150,150,https://cms.dailysocial.id/wp-content/uploads/65e952886959c696fb3050c3e0aaee57_Mobil-Lelang-2-e1637656879624-300x167.jpeg,300,167,https://cms.dailysocial.id/wp-content/uploads/65e952886959c696fb3050c3e0aaee57_Mobil-Lelang-2-e1637656879624-825x510.jpeg,825,510,Jany Candra,jany-candra,Autopedia Sukses Lestari,autopedia-sukses-lestari,JBA Indonesia,jba-indonesia,Caroline.id,caroline-id,Cartalog,cartalog,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bagaimana PergiKuliner Bertahan di Segmen ""Food Discovery"" Indonesia","Pasca bergugurannya sejumlah pesaing akibat pandemi, PergiKuliner menjadi satu dari sedikit platform “food discovery” yang tersisa",453183,post,pergikuliner-bertahan-food-discovery-indonesia,https://dailysocial.id/post/pergikuliner-bertahan-food-discovery-indonesia,publish,2022-04-19 08:00:36+00:00,false,,52,yenny,Yenny Yusra,7,Interview,interview,Interview/wawancara dengan pelaku industri startup dan ekosistem teknologi di Indonesia,30123,Pergikuliner,pergikuliner,restaurant listing,restaurant-listing,food discovery,food-discovery,food app,food-app,oswin liandow,oswin-liandow,https://cms.dailysocial.id/wp-content/uploads/2022/04/os12-1.jpeg,os12-1,CEO PergiKuliner Oswin Liandow,CEO PergiKuliner Oswin Liandow,CEO PergiKuliner Oswin Liandow,image/jpeg,https://cms.dailysocial.id/wp-content/uploads/2022/04/os12-1.jpeg,1000,563,https://cms.dailysocial.id/wp-content/uploads/os12-1-150x150.jpeg,150,150,https://cms.dailysocial.id/wp-content/uploads/os12-1-300x169.jpeg,300,169,https://cms.dailysocial.id/wp-content/uploads/os12-1-825x510.jpeg,825,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cara Hitung PPN Tarif Baru 11 Persen, UMKM Wajib Tahu!","Tarif Pajak Pertambahan Nilai (PPN) resmi naik menjadi 11 dan 12 persen, dari sebelumnya hanya 10 persen. Berikut rumus, cara dan langkah menghitungnya.",453549,post,cara-hitung-ppn-tarif-baru-11-persen,https://dailysocial.id/post/cara-hitung-ppn-tarif-baru-11-persen,publish,2022-04-19 07:50:03+00:00,false,,65477,alfida,Alfida Febrianna,79529,MSME Tutorial,bisnis-2,,0,pajak,pajak,PPN,ppn,tarif baru,tarif-baru,Pajak Pertambahan Nilai,pajak-pertambahan-nilai,PPN 11 persen,ppn-11-persen,https://cms.dailysocial.id/wp-content/uploads/2022/04/time-taxes-money-financial-accounting-taxation-concept_53876-124934.jpg,time-taxes-money-financial-accounting-taxation-concept_53876-124934,,,,image/jpeg,https://cms.dailysocial.id/wp-content/uploads/2022/04/time-taxes-money-financial-accounting-taxation-concept_53876-124934.jpg,740,495,https://cms.dailysocial.id/wp-content/uploads/time-taxes-money-financial-accounting-taxation-concept_53876-124934-150x150.jpg,150,150,https://cms.dailysocial.id/wp-content/uploads/time-taxes-money-financial-accounting-taxation-concept_53876-124934-300x201.jpg,300,201,,,,Tarif PPN,tarif-ppn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Membaca Arah Startup Akuisisi Bank Perkreditan Rakyat (Bagian I),"Meski memiliki ruang bisnis terbatas, digitalisasi Bank Perkreditan Rakyat berpotensi menjanjikan bagi startup",453401,post,membaca-arah-startup-akuisisi-bank-perkreditan-rakyat-bagian-i,https://dailysocial.id/post/membaca-arah-startup-akuisisi-bank-perkreditan-rakyat-bagian-i,publish,2022-04-18 21:08:35+00:00,true,,599,marsya,Marsya Nabila,7269,Feature,feature,"Artikel bermateri khusus tentang startup, regulasi, dan ekosistem teknologi di Indonesia",30123,fintech,fintech,Xendit,xendit,bank perkreditan rakyat,bank-perkreditan-rakyat,bpr,bpr,dima djani,dima-djani,https://cms.dailysocial.id/wp-content/uploads/2022/04/pexels-quang-nguyen-vinh-2131784.jpg,pexels-quang-nguyen-vinh-2131784,"Meski memiliki ruang bisnis terbatas, digitalisasi Bank Perkreditan Rakyat berpotensi menjanjikan bagi startup / Pexels","Meski memiliki ruang bisnis terbatas, digitalisasi Bank Perkreditan Rakyat berpotensi menjanjikan bagi startup / Pexels","Meski memiliki ruang bisnis terbatas, digitalisasi Bank Perkreditan Rakyat berpotensi menjanjikan bagi startup / Pexels",image/jpeg,https://cms.dailysocial.id/wp-content/uploads/2022/04/pexels-quang-nguyen-vinh-2131784.jpg,1300,867,https://cms.dailysocial.id/wp-content/uploads/pexels-quang-nguyen-vinh-2131784-150x150.jpg,150,150,https://cms.dailysocial.id/wp-content/uploads/pexels-quang-nguyen-vinh-2131784-300x200.jpg,300,200,https://cms.dailysocial.id/wp-content/uploads/pexels-quang-nguyen-vinh-2131784-825x510.jpg,825,510,digital bank,digital-bank,Komunal,komunal,Hendry Lieviant,hendry-lieviant,Fazz Financial Group,fazz-financial-group,pinarticle,pinarticle,bank hijra,bank-hijra,BPR Xen,bpr-xen,,,,,,BPR Prima Arta Dadi,bpr-prima-arta-dadi,digitalisasi BPR,digitalisasi-bpr,,,,,,,,,,,,,,
Yang Perlu Diketahui tentang IPO GoTo (Bagian I),"Mendalami rencana GoTo setelah IPO, pemegang saham, performa keuangan, dan metrik pertumbuhan",453359,post,yang-perlu-diketahui-tentang-ipo-goto-bagian-1,https://dailysocial.id/post/yang-perlu-diketahui-tentang-ipo-goto-bagian-1,publish,2022-04-18 17:52:52+00:00,false,,36,randi,Randi Eka,7269,Feature,feature,"Artikel bermateri khusus tentang startup, regulasi, dan ekosistem teknologi di Indonesia",30123,go public,go-public,tokopedia,tokopedia,ipo,ipo,GoJek,gojek,BEI,bei,https://cms.dailysocial.id/wp-content/uploads/2022/04/Foto003.jpg,foto003,GoTo resmi catatkan penawaran umum di Bursa Efek Indonesia / GoTo,,GoTo resmi catatkan penawaran umum di Bursa Efek Indonesia / GoTo,image/jpeg,https://cms.dailysocial.id/wp-content/uploads/2022/04/Foto003.jpg,1000,666,https://cms.dailysocial.id/wp-content/uploads/Foto003-150x150.jpg,150,150,https://cms.dailysocial.id/wp-content/uploads/Foto003-300x200.jpg,300,200,https://cms.dailysocial.id/wp-content/uploads/Foto003-825x510.jpg,825,510,Goto,goto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netflix Gandeng Telkom untuk Rangkul Lebih Banyak Pengguna di Indonesia,Dimulai dengan sediakan paket khusus bagi pengguna jaringan internet Telkom,453533,post,netflix-gandeng-telkom-untuk-rangkul-lebih-banyak-pengguna-di-indonesia,https://dailysocial.id/post/netflix-gandeng-telkom-untuk-rangkul-lebih-banyak-pengguna-di-indonesia,publish,2022-04-18 16:49:46+00:00,false,,6676,caitsena,Corry Anestia,9,Berita,news,"Berita dan informasi terbaru tentang startup, regulasi, dan ekosistem teknologi di Indonesia",30123,netflix,netflix,telkom,telkom,telkomsel,telkomsel,OTT,ott,IndiHome,indihome,https://cms.dailysocial.id/wp-content/uploads/2021/10/1000-12.png,1000-12,Pelanggan IndiHome dan Telkomsel dapat menikmati paket layanan Netflix,,Pelanggan IndiHome dan Telkomsel dapat menikmati paket layanan Netflix,image/png,https://cms.dailysocial.id/wp-content/uploads/2021/10/1000-12.png,1000,620,https://cms.dailysocial.id/wp-content/uploads/1000-12-150x150.png,150,150,https://cms.dailysocial.id/wp-content/uploads/1000-12-300x186.png,300,186,https://cms.dailysocial.id/wp-content/uploads/1000-12-825x510.png,825,510,VOD,vod,platform streaming,platform-streaming,Paket bundling Netflix,paket-bundling-netflix,Pemblokiran Netflix,pemblokiran-netflix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shox Dikabarkan Terima Pendanaan 79 Miliar Rupiah, Hadirkan Platform Social Commerce Kebutuhan Rumahan","AC Ventures, Teja Ventures, dan sejumlah investor lainnya terlibat dalam putaran pendanaan seri A ini",453569,post,pendanaan-shox-rumahan-social-commerce,https://dailysocial.id/post/pendanaan-shox-rumahan-social-commerce,publish,2022-04-18 16:43:55+00:00,false,,36,randi,Randi Eka,9,Berita,news,"Berita dan informasi terbaru tentang startup, regulasi, dan ekosistem teknologi di Indonesia",30123,funding,funding,Social Commerce,social-commerce,STARTUP NEWS,startup-news,SGInnovate,sginnovate,AC Ventures,ac-ventures,https://cms.dailysocial.id/wp-content/uploads/2022/04/Kegiatan-kopdar-komunitas-Shox-Rumahan-di-salah-satu-daerah-di-Bandung.jpg,kegiatan-kopdar-komunitas-shox-rumahan-di-salah-satu-daerah-di-bandung,Kegiatan kopdar komunitas Shox Rumahan di salah satu daerah di Bandung / Shox Rumahan,,Kegiatan kopdar komunitas Shox Rumahan di salah satu daerah di Bandung / Shox Rumahan,image/jpeg,https://cms.dailysocial.id/wp-content/uploads/2022/04/Kegiatan-kopdar-komunitas-Shox-Rumahan-di-salah-satu-daerah-di-Bandung.jpg,2048,1150,https://cms.dailysocial.id/wp-content/uploads/Kegiatan-kopdar-komunitas-Shox-Rumahan-di-salah-satu-daerah-di-Bandung-150x150.jpg,150,150,https://cms.dailysocial.id/wp-content/uploads/Kegiatan-kopdar-komunitas-Shox-Rumahan-di-salah-satu-daerah-di-Bandung-300x168.jpg,300,168,https://cms.dailysocial.id/wp-content/uploads/Kegiatan-kopdar-komunitas-Shox-Rumahan-di-salah-satu-daerah-di-Bandung-825x510.jpg,825,510,teja ventures,teja-ventures,Shox Rumahan,shox-rumahan,Shox,shox,Ephesus United,ephesus-united,Partech,partech,Sonat Yalcinkaya,sonat-yalcinkaya,Vyani,vyani,,,,,,SOYAKA AI,soyaka-ai,,,,,,,,,,,,,,,,
"Hangry Umumkan Pendanaan 316 Miliar Rupiah, Amunisi Lanjutkan Ekspansi","Pendanaan terdiri dari ekuitas dan pinjaman, tanpa dirinci lebih jauh perolehan masing-masing",453429,post,hangry-umumkan-pendanaan-316-miliar-rupiah-amunisi-untuk-lanjutkan-ekspansi,https://dailysocial.id/post/hangry-umumkan-pendanaan-316-miliar-rupiah-amunisi-untuk-lanjutkan-ekspansi,publish,2022-04-18 12:19:49+00:00,false,,599,marsya,Marsya Nabila,9,Berita,news,"Berita dan informasi terbaru tentang startup, regulasi, dan ekosistem teknologi di Indonesia",30123,funding,funding,Abraham Viktor,abraham-viktor,food tech,food-tech,NEW ECONOMY,new-economy,Hangry,hangry,https://cms.dailysocial.id/wp-content/uploads/2022/04/Founders-Hangry-Andreas-Resha-Robin-Tan-Abraham-Viktor.jpeg,founders-hangry-andreas-resha-robin-tan-abraham-viktor,"Co-founder Hangry: Andreas Resha, Robin Tan, Abraham Viktor / Hangry","Hangry umumkan perolehan pendanaan segar sebesar $22 juta, terdiri dari ekuitas dan pinjaman, dipimpin oleh Journey Capital Partners","Co-founder Hangry: Andreas Resha, Robin Tan, Abraham Viktor / Hangry",image/jpeg,https://cms.dailysocial.id/wp-content/uploads/2022/04/Founders-Hangry-Andreas-Resha-Robin-Tan-Abraham-Viktor.jpeg,1280,853,https://cms.dailysocial.id/wp-content/uploads/Founders-Hangry-Andreas-Resha-Robin-Tan-Abraham-Viktor-150x150.jpeg,150,150,https://cms.dailysocial.id/wp-content/uploads/Founders-Hangry-Andreas-Resha-Robin-Tan-Abraham-Viktor-300x200.jpeg,300,200,https://cms.dailysocial.id/wp-content/uploads/Founders-Hangry-Andreas-Resha-Robin-Tan-Abraham-Viktor-825x510.jpeg,825,510,Orzon Ventures,orzon-ventures,Journey Capital Partners,journey-capital-partners,Sassoon Investment Corporation,sassoon-investment-corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Klaim Profit, Startup KiriminAja Siap Perluas Pasar",User KiriminAja saat ini telah mencapai lebih dari 40.000 dan melayani 26 provinsi di Indonesia.,453325,post,klaim-profit-startup-kiriminaja-siap-perluas-pasar,https://dailysocial.id/post/klaim-profit-startup-kiriminaja-siap-perluas-pasar,publish,2022-04-18 11:42:17+00:00,false,,60044,devadailysocial-net,Deva,7269,Feature,feature,"Artikel bermateri khusus tentang startup, regulasi, dan ekosistem teknologi di Indonesia",30123,aggregator,aggregator,profit,profit,Startup,startup,logistik,logistik,ekspansi,ekspansi,https://cms.dailysocial.id/wp-content/uploads/2022/04/Klaim-Profit-Startup-KiriminAja-Siap-Perluas-Pasar.jpg,klaim-profit-startup-kiriminaja-siap-perluas-pasar,,,,image/jpeg,https://cms.dailysocial.id/wp-content/uploads/2022/04/Klaim-Profit-Startup-KiriminAja-Siap-Perluas-Pasar.jpg,1280,720,https://cms.dailysocial.id/wp-content/uploads/Klaim-Profit-Startup-KiriminAja-Siap-Perluas-Pasar-150x150.jpg,150,150,https://cms.dailysocial.id/wp-content/uploads/Klaim-Profit-Startup-KiriminAja-Siap-Perluas-Pasar-300x169.jpg,300,169,https://cms.dailysocial.id/wp-content/uploads/Klaim-Profit-Startup-KiriminAja-Siap-Perluas-Pasar-825x510.jpg,825,510,KiriminAja,kiriminaja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bagaimana Melakukan Validasi Ide Usaha Jasa ala CEO Sribu, Ryan Gondokusumo",Langkah-langkah validasi ide usaha jasa beserta tips mencari ide usaha jasa dari kacamata Sribu.,453061,post,validasi-ide-usaha-jasa,https://dailysocial.id/post/validasi-ide-usaha-jasa,publish,2022-04-18 10:11:11+00:00,false,,65469,arnetta,Arnetta,79575,Insights,insights,,0,freelance,freelance,bisnis,bisnis,Jasa,jasa,Freelancer,freelancer,sribu,sribu,https://cms.dailysocial.id/wp-content/uploads/2022/04/validasi-ide-usaha-jasa.jpg,validasi-ide-usaha-jasa-5,validasi ide usaha jasa,,,image/jpeg,https://cms.dailysocial.id/wp-content/uploads/2022/04/validasi-ide-usaha-jasa.jpg,1280,850,https://cms.dailysocial.id/wp-content/uploads/validasi-ide-usaha-jasa-150x150.jpg,150,150,https://cms.dailysocial.id/wp-content/uploads/validasi-ide-usaha-jasa-300x199.jpg,300,199,https://cms.dailysocial.id/wp-content/uploads/validasi-ide-usaha-jasa-825x510.jpg,825,510,Sribu.com,sribu-com,Marketplace jasa,marketplace-jasa,validasi ide,validasi-ide,usaha,usaha,ide usaha,ide-usaha,validasi ide usaha,validasi-ide-usaha,ide usaha jasa,ide-usaha-jasa,,,,,,usaha jasa,usaha-jasa,,,,,,,,,,,,,,,,
Faktor-faktor yang Berpengaruh pada Keberhasilan Usaha,"Beberapa faktor yang dapat menjadi kunci keberhasilan usaha, bagi pelaku usaha yang ingin mengembangkan usahanya.",453121,post,faktor-faktor-yang-berpengaruh-pada-keberhasilan-usaha,https://dailysocial.id/post/faktor-faktor-yang-berpengaruh-pada-keberhasilan-usaha,publish,2022-04-17 17:17:20+00:00,false,,65477,alfida,Alfida Febrianna,79529,MSME Tutorial,bisnis-2,,0,Manajemen,manajemen,Perusahaan,perusahaan,modal,modal,Strategi Bisnis,strategi-bisnis,sumber daya manusia,sumber-daya-manusia,https://cms.dailysocial.id/wp-content/uploads/2022/04/millennial-group-young-businesspeople-asia-businessman-businesswoman-celebrate-giving-five-after-dealing-feeling-happy-signing-contract-agreement-meeting-room-small-modern-office_7861-2498.jpg,millennial-group-young-businesspeople-asia-businessman-businesswoman-celebrate-giving-five-after-dealing-feeling-happy-signing-contract-agreement-meeting-room-small-modern-office_7861-2498,,,,image/jpeg,https://cms.dailysocial.id/wp-content/uploads/2022/04/millennial-group-young-businesspeople-asia-businessman-businesswoman-celebrate-giving-five-after-dealing-feeling-happy-signing-contract-agreement-meeting-room-small-modern-office_7861-2498.jpg,740,416,https://cms.dailysocial.id/wp-content/uploads/millennial-group-young-businesspeople-asia-businessman-businesswoman-celebrate-giving-five-after-dealing-feeling-happy-signing-contract-agreement-meeting-room-small-modern-office_7861-2498-150x150.jpg,150,150,https://cms.dailysocial.id/wp-content/uploads/millennial-group-young-businesspeople-asia-businessman-businesswoman-celebrate-giving-five-after-dealing-feeling-happy-signing-contract-agreement-meeting-room-small-modern-office_7861-2498-300x169.jpg,300,169,,,,pengelolaan usaha,pengelolaan-usaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
